ts_code,symbol,name,k,d,j
000568.SZ,568,泸州老窖,75.31926227345335,67.28151335437008,91.39476011161989
000570.SZ,570,苏常柴A,71.12482853223582,67.18596903782083,79.00254752106582
000572.SZ,572,海马汽车,27.848532850467674,37.563776533874204,8.418045483654609
000573.SZ,573,粤宏远A,50.67151531624256,53.54570047839165,44.92314499194438
000576.SZ,576,甘化科工,62.25278429688816,62.15621753331414,62.44591782403619
000581.SZ,581,威孚高科,86.88027975601801,77.88089278352507,104.8790537010039
000582.SZ,582,北部湾港,49.0808243237216,47.15590154587373,52.93066987941734
000584.SZ,584,哈工智能,46.17605893326057,54.642518428526635,29.243139942728433
000586.SZ,586,汇源通信,36.91434356458447,46.258404115906295,18.22622246194082
000589.SZ,589,贵州轮胎,67.558234578215,70.47847241560686,61.7177589034313
000590.SZ,590,启迪药业,20.47830334541475,32.97895522954949,-4.523000422854729
000591.SZ,591,太阳能,37.30521262002743,46.28395061728393,19.347736625514443
000592.SZ,592,平潭发展,31.65661649891024,33.852285893304376,27.265277710121964
000593.SZ,593,德龙汇能,27.12167752487722,38.60252033056563,4.159991913500406
000595.SZ,595,宝塔实业,31.053886213716623,42.37427003948939,8.413118562171093
000596.SZ,596,古井贡酒,80.97718161096114,73.59563186188393,95.74028110911556
000597.SZ,597,东北制药,62.58078624980666,59.75616963671849,68.23001947598298
000598.SZ,598,兴蓉环境,65.02292304224676,63.24870513276313,68.57135886121402
000599.SZ,599,青岛双星,75.97505735907288,72.36458461279766,83.19600285162332
000600.SZ,600,建投能源,64.36422823053354,63.52340289106321,66.0458789094742
000601.SZ,601,韶能股份,66.00068427228926,68.24794318621481,61.50616644443815
000603.SZ,603,盛达资源,32.972992880922945,33.86042362473346,31.19813139330192
000605.SZ,605,渤海股份,56.272052675437266,62.36150878684654,44.09314045261871
000607.SZ,607,华媒控股,41.69527849804715,53.43972185577679,18.206391782587886
000608.SZ,608,阳光股份,39.26772810560291,43.65358980412063,30.496004708567483
000610.SZ,610,西安旅游,70.79211169535773,67.19599487302946,77.98434534001427
000612.SZ,612,焦作万方,87.30224051211702,76.07224508459073,109.76223136716962
000615.SZ,615,奥园美谷,34.078573162660504,44.11814806491649,13.999423358148533
000617.SZ,617,中油资本,53.453713188523764,48.31703218792272,63.727075189725866
000619.SZ,619,海螺型材,75.992110676654,72.54319887134984,82.88993428726229
000620.SZ,620,新华联,58.84413936668235,59.574109102499996,57.38419989504705
000622.SZ,622,恒立实业,17.73591782418363,25.90290600035002,1.4019414718508543
000623.SZ,623,吉林敖东,62.715560901457835,59.57722099283961,68.9922407186943
000625.SZ,625,长安汽车,51.327284368694976,56.0319530633538,41.91794697937735
000626.SZ,626,远大控股,41.39723970881825,46.95554662002691,30.280625886400927
000627.SZ,627,天茂集团,72.1757721962064,57.32425145451961,101.87881367957996
000628.SZ,628,高新发展,69.56608599113709,66.79218716349246,75.11388364642636
000629.SZ,629,攀钢钒钛,75.0966519614237,68.44484696336545,88.40026195754021
000630.SZ,630,铜陵有色,66.41632373113838,65.84705075445804,67.55486968449904
000631.SZ,631,顺发恒业,60.49593037706023,66.78173688073163,47.92431736971744
000632.SZ,632,三木集团,48.918574795118076,50.75628715134889,45.24315008265644
000633.SZ,633,合金投资,32.8772250059662,44.269237085882,10.093200846134607
000635.SZ,635,英力特,37.35128777098314,44.261919413355855,23.53002448623772
000636.SZ,636,风华高科,47.0789064230903,44.966054088459856,51.304611092351195
000637.SZ,637,茂化实华,76.0536842408188,69.336679733041,89.4876932563744
000639.SZ,639,西王食品,75.50434648312364,69.34472024827018,87.82359895283057
000650.SZ,650,仁和药业,79.6759231517901,68.12944649479245,102.76887646578541
000651.SZ,651,格力电器,80.03705596291377,76.26516056225483,87.58084676423164
000652.SZ,652,泰达股份,46.01695712806824,54.35977287829139,29.33132562762195
000655.SZ,655,金岭矿业,75.57221743549627,68.93607265321987,88.84450700004908
000656.SZ,656,金科股份,40.810423852189075,39.12704598809147,44.17717958038429
000657.SZ,657,中钨高新,61.865581986505745,63.95114743811343,57.69445108329039
000659.SZ,659,珠海中富,16.30815756841417,21.793255802050407,5.337961101141694
000661.SZ,661,长春高新,82.60916538134016,73.5846174365772,100.65826127086606
000663.SZ,663,永安林业,34.82411517725902,42.118547544904104,20.235250441968844
000665.SZ,665,湖北广电,34.06668091853273,44.159674344859496,13.880694065879197
000666.SZ,666,经纬纺机,36.62759280043232,47.102714386664985,15.677349627966976
000667.SZ,667,美好置业,29.25621094345381,33.04374333180924,21.68114616674295
000668.SZ,668,荣丰控股,20.710039845842292,28.620419361160092,4.889280815206696
000671.SZ,671,阳光城,60.09247342580679,55.76793724941871,68.74154577858295
000672.SZ,672,上峰水泥,70.56054085656953,64.54535967760745,82.5909032144937
000676.SZ,676,智度股份,74.910961466517,67.0932784636488,90.54632747225338
000677.SZ,677,恒天海龙,50.27790479093639,59.23196957490514,32.36977522299888
000678.SZ,678,襄阳轴承,43.95447786297459,53.19239495274353,25.47864368343673
000679.SZ,679,大连友谊,55.961314566979055,63.39292918813614,41.09808532466488
000680.SZ,680,山推股份,39.86736672815856,46.57601508366305,26.45007001714957
000681.SZ,681,视觉中国,63.794268382482066,65.24179220207722,60.89922074329175
000682.SZ,682,东方电子,26.075356838415757,31.733798231725725,14.758474051795822
000683.SZ,683,远兴能源,63.56786414119288,68.50162158039693,53.70034926278478
000685.SZ,685,中山公用,64.01339954862098,65.41051277725201,61.219173091358925
000686.SZ,686,东北证券,29.441265887228276,41.32677663328659,5.670244395111652
000688.SZ,688,国城矿业,61.20082747024199,57.384508164078,68.83346608256997
000690.SZ,690,宝新能源,40.68057114353405,44.262065095398405,33.51758323980535
000691.SZ,691,亚太实业,18.257972398350383,22.52645226647753,9.721012662096086
000692.SZ,692,惠天热电,37.697290651292995,53.13081172997536,6.830248493928252
000695.SZ,695,滨海能源,57.588837081193354,62.96435896547659,46.83779331262687
000697.SZ,697,炼石航空,24.75313794304349,27.23283165367403,19.793750521782407
000698.SZ,698,沈阳化工,70.94372591286165,71.24518257234301,70.34081259389893
000700.SZ,700,模塑科技,47.378890534093166,53.716933656908665,34.702804288462175
000701.SZ,701,厦门信达,38.213883344790084,48.22109681624366,18.19945640188294
000702.SZ,702,正虹科技,63.566419086319904,60.181302028214816,70.33665320253007
000703.SZ,703,恒逸石化,74.93434489464018,66.96910781804101,90.86481904783852
000705.SZ,705,浙江震元,39.7799333725259,46.89261218890843,25.55457573976085
000707.SZ,707,双环科技,73.67701708442456,70.28706821299417,80.45691482728535
000709.SZ,709,河钢股份,83.74111871302554,77.14929622126806,96.92476369654051
000710.SZ,710,贝瑞基因,71.99493497380367,61.835295723203686,92.31421347500364
000711.SZ,711,京蓝科技,30.43553272799765,35.09398245669002,21.118633270612904
000712.SZ,712,锦龙股份,22.398086794222074,36.439699145013165,-5.685137907360115
000713.SZ,713,丰乐种业,60.61185444355865,61.46843831328712,58.89868670410169
000715.SZ,715,中兴商业,55.7838914333511,58.74238727937295,49.86689974130741
000716.SZ,716,黑芝麻,64.85388473722155,60.943300458375276,72.67505329491408
000717.SZ,717,韶钢松山,73.29202615837079,69.89981867598615,80.07644112314006
000718.SZ,718,苏宁环球,26.58581701791583,34.46086378185142,10.835723490044643
000719.SZ,719,中原传媒,60.472597818276974,61.899862825788844,57.61806780325324
000720.SZ,720,新能泰山,72.61340938079078,67.68115418862652,82.47791976511931
000721.SZ,721,西安饮食,34.1760808427475,45.5996525626155,11.328937403011508
000722.SZ,722,湖南发展,33.269935564779495,42.3051685361054,15.19946962212768
000723.SZ,723,美锦能源,75.47945766209828,74.81306324959135,76.81224648711213
000725.SZ,725,京东方A,56.69499225054784,56.637272192827766,56.81043236598799
000726.SZ,726,鲁泰A,35.694689398393116,37.825088883289936,31.433890428599483
000727.SZ,727,冠捷科技,51.455511026236444,54.362289344940834,45.641954388827656
000728.SZ,728,国元证券,32.9604014834582,44.43860304574986,10.003998358874881
000729.SZ,729,燕京啤酒,61.96538523608238,61.97155342035514,61.95304886753685
000731.SZ,731,四川美丰,60.751292603144464,62.497475090067695,57.258927629298
000732.SZ,732,泰禾集团,24.03224606072699,28.707201774406954,14.682334633367063
000733.SZ,733,振华科技,47.92386286981434,53.14580034825789,37.47998791292724
000735.SZ,735,罗牛山,42.23189083992538,40.36872725734135,45.95821800509344
000736.SZ,736,中交地产,35.10368373530587,36.51899326125766,32.27306468340228
000737.SZ,737,北方铜业,72.42295904131653,65.48122977001131,86.30641758392699
000738.SZ,738,航发控制,35.403362653601945,39.19039904545734,27.829289869891156
000739.SZ,739,普洛药业,81.12754330324347,68.73699866373288,105.90863258226466
000750.SZ,750,国海证券,20.556179240160432,30.75977828861672,0.14898114324785894
000751.SZ,751,锌业股份,77.49104238637244,70.76170683256026,90.9497134939968
000753.SZ,753,漳州发展,35.41827820580261,37.02311333890283,32.20860793960216
000755.SZ,755,山西路桥,31.39773518374353,35.04405233158147,24.105100888067653
000756.SZ,756,新华制药,56.69111746747278,58.69349044828434,52.68637150584965
000757.SZ,757,浩物股份,44.80613644634808,53.65695249293131,27.104504353181596
000758.SZ,758,中色股份,66.40128694500672,61.362044492079384,76.47977185086138
000759.SZ,759,中百集团,67.1520330186815,67.95493157576645,65.54623590451158
000761.SZ,761,本钢板材,69.34359599654529,65.74658334603467,76.53762129756655
000762.SZ,762,西藏矿业,79.20211323503506,73.76605561790745,90.07422846929026
000766.SZ,766,通化金马,42.90594612232036,44.34135282088493,40.03513272519122
000767.SZ,767,晋控电力,61.01983750131909,63.90665119060189,55.24621012275347
000768.SZ,768,中航西飞,51.02996844463796,49.93816694615528,53.21357144160331
000776.SZ,776,广发证券,67.19883863348483,70.86073947672773,59.87503694699902
000777.SZ,777,中核科技,51.65090122974499,58.38404096963883,38.1846217499573
000778.SZ,778,新兴铸管,66.3200292857685,64.16575662785884,70.62857460158781
000779.SZ,779,甘咨询,37.62615128355872,42.16882226141485,28.540809327846446
000782.SZ,782,美达股份,31.99738855512281,37.005840390008885,21.980484885350663
000783.SZ,783,长江证券,33.51446819032961,46.18177020077983,8.179864169429166
000786.SZ,786,北新建材,81.26390869659483,73.96200437822446,95.86771733333555
000788.SZ,788,北大医药,53.881357173538156,55.43441469367387,50.775242133266715
000789.SZ,789,万年青,87.09633151459704,78.34571677058295,104.59756100262518
000790.SZ,790,华神科技,50.2077838377938,55.212617511861524,40.19811648965836
000791.SZ,791,甘肃电投,47.26479565985731,48.745288498374855,44.303809982822216
000792.SZ,792,盐湖股份,42.33833890345241,34.23760443871953,58.53980783291817
000793.SZ,793,华闻集团,56.68351783586847,61.41053159630589,47.229490314993626
000795.SZ,795,英洛华,55.16955060126715,59.027699159946984,47.45325348390749
000796.SZ,796,凯撒旅业,47.68010860335072,54.51297474915296,34.01437631174622
000797.SZ,797,中国武夷,43.4423772031499,54.28005788001372,21.767015849422265
000798.SZ,798,中水渔业,59.4984074799016,61.12966254535684,56.23589734899113
000799.SZ,799,酒鬼酒,76.65468061341565,72.04701238642745,85.87001706739204
000800.SZ,800,一汽解放,41.01496763591228,48.20020948199748,26.64448394374186
000801.SZ,801,四川九洲,48.37775031645072,51.73970748289338,41.653835983565415
000803.SZ,803,北清环能,46.481465213391104,53.35462735295833,32.735140934256634
000807.SZ,807,云铝股份,72.26150005538088,67.3216607451712,82.14117867580023
000809.SZ,809,铁岭新城,72.09101210711523,70.48309178743966,75.30685274646638
000810.SZ,810,创维数字,55.03237241436763,55.391489197648525,54.31413884780585
000811.SZ,811,冰轮环境,59.48610422339964,62.530849697085685,53.39661327602755
000812.SZ,812,陕西金叶,74.35963767575797,67.75060946383437,87.57769409960517
000813.SZ,813,德展健康,63.43203081535839,64.56637235790996,61.16334773025525
000815.SZ,815,美利云,29.873293269412038,42.417080721581584,4.785718365072938
000816.SZ,816,智慧农业,62.80319535221493,64.9018711279665,58.605843800711796
000818.SZ,818,航锦科技,41.418519635719896,48.381160120017626,27.493238667124444
000819.SZ,819,岳阳兴长,38.48965757859307,44.98790932118435,25.49315409341051
000821.SZ,821,京山轻机,53.912575450783905,57.577752034154706,46.58222228404232
000822.SZ,822,山东海化,74.03157696549142,66.87915220958077,88.33642647731276
000823.SZ,823,超声电子,47.11506651735163,56.43977193870434,28.4656556746462
000825.SZ,825,太钢不锈,76.69997586749994,72.38248107503938,85.33496545242107
000826.SZ,826,启迪环境,60.91746388042672,54.11077262929108,74.530846382698
000828.SZ,828,东莞控股,48.30992075909079,53.30859270231385,38.31257687264464
000829.SZ,829,天音控股,41.105057674258454,48.0297173766959,27.255738269383556
000830.SZ,830,鲁西化工,74.6485225667857,65.276143215692,93.39328126897311
000831.SZ,831,五矿稀土,57.88641681887864,53.6764400235714,66.3063704094931
000833.SZ,833,粤桂股份,73.87719194866693,69.95464164101807,81.72229256396466
000836.SZ,836,富通信息,31.246901252016492,38.427599985395176,16.885503785259118
000837.SZ,837,秦川机床,37.72061894580927,48.8511433915214,15.459570054385026
000838.SZ,838,财信发展,29.539387872721115,38.30918460548082,11.999794407201705
000839.SZ,839,中信国安,24.67394328064523,32.72290094747472,8.576027946986244
000848.SZ,848,承德露露,67.0955962843087,60.046270275547144,81.1942483018318
000850.SZ,850,华茂股份,65.94160297863993,65.89751126788158,66.02978640015664
000851.SZ,851,高鸿股份,26.195607293407885,35.54551685934679,7.495788161530072
000852.SZ,852,石化机械,66.74384309023779,63.64416469265278,72.94319988540781
000856.SZ,856,冀东装备,34.82332006265207,46.504830793859554,11.46029860023711
000858.SZ,858,五粮液,82.8444739476748,72.77557514436764,102.98227155428913
000859.SZ,859,国风新材,47.8714467220214,53.60484581429661,36.40464853747099
000860.SZ,860,顺鑫农业,82.21015741424833,77.47041277235118,91.68964669804262
000861.SZ,861,海印股份,40.78646547782346,41.332984954384116,39.69342652470215
000862.SZ,862,银星能源,38.95798132924389,43.08505886468509,30.703826258361502
000863.SZ,863,三湘印象,66.46184167901134,67.45677533236059,64.47197437231284
000868.SZ,868,安凯客车,54.489030759018874,58.831757056774535,45.80357816350755
000869.SZ,869,张裕A,71.18216069350264,65.93181802522352,81.68284603006089
000875.SZ,875,吉电股份,73.32218334396984,69.20255569493044,81.56143864204864
000876.SZ,876,新希望,52.93481347947577,55.234540165549575,48.33536010732817
000877.SZ,877,天山股份,75.81488013586778,68.00901430531056,91.42661179698223
000878.SZ,878,云南铜业,76.04299576864733,70.35890289662575,87.41118151269049
000880.SZ,880,潍柴重机,34.91074765843287,43.24080232027764,18.25063833474333
000881.SZ,881,中广核技,62.30961701690492,58.623625588977994,69.68159987275878
000882.SZ,882,华联股份,75.00469280196371,71.52191177532305,81.97025485524506
000883.SZ,883,湖北能源,85.66395412399298,77.71042833420992,101.57100570355908
000885.SZ,885,城发环境,46.7499583117351,54.08187706020572,32.08612081479386
000886.SZ,886,海南高速,44.52240208442337,54.33569418740551,24.8958178784591
000887.SZ,887,中鼎股份,53.1874246070911,48.81343345319243,61.93540691488846
000888.SZ,888,峨眉山A,83.53400147469654,78.766542882698,93.0689186586936
000889.SZ,889,中嘉博创,53.148238831663875,54.09292316059649,51.25887017379863
000890.SZ,890,法尔胜,19.95101659792264,32.3404657795663,-4.827881765364687
000892.SZ,892,欢瑞世纪,32.93585896760496,47.55348903497048,3.700598832873908
000893.SZ,893,亚钾国际,48.61823361823356,55.09654954099396,35.66160177271277
000897.SZ,897,津滨发展,60.78159171708795,65.6296839794463,51.085407192371235
000898.SZ,898,鞍钢股份,82.76251161555825,74.1154791931375,100.05657646039975
000899.SZ,899,赣能股份,33.15258356893106,44.66213300440636,10.133484697980464
000900.SZ,900,现代投资,83.54145215765863,77.99205810028779,94.64024027240029
000901.SZ,901,航天科技,26.14758829088177,34.46899452459235,9.50477582346062
000902.SZ,902,新洋丰,44.11065386374026,49.849108367626904,32.63374485596698
000903.SZ,903,云内动力,79.69767738154378,75.99929077110583,87.0944506024197
000905.SZ,905,厦门港务,43.12833562384051,39.61587384612456,50.153259179272425
000906.SZ,906,浙商中拓,72.83247159790363,62.68298688051767,93.13144103267557
000908.SZ,908,景峰医药,44.46090534979426,45.92794744061797,41.52682116814685
000909.SZ,909,数源科技,34.441850507704814,45.913378688440574,11.498794146233294
000910.SZ,910,大亚圣象,79.14733204568695,69.24075886769644,98.96047840166798
000911.SZ,911,南宁糖业,72.19318004487573,67.05003761599022,82.47946490264675
000912.SZ,912,泸天化,75.01507248552163,70.13667387977866,84.77186969700759
000913.SZ,913,钱江摩托,36.27270693707271,41.130636567315634,26.55684767658687
000915.SZ,915,华特达因,81.91868016464198,72.04914236265147,101.65775576862302
000917.SZ,917,电广传媒,32.11393942295003,45.470700949330435,5.40041637018922
000918.SZ,918,嘉凯城,17.447252876539153,22.368237049993922,7.605284529629614
000919.SZ,919,金陵药业,83.90851962239779,76.68757153804455,98.35041579110427
000920.SZ,920,沃顿科技,87.21008999507174,78.7346773045461,104.16091537612306
000921.SZ,921,海信家电,68.99936956114658,64.23789272710357,78.5223232292326
000922.SZ,922,佳电股份,38.97099522792289,47.04502117069478,22.82294334237912
000923.SZ,923,河钢资源,40.90372004832822,51.98488627145117,18.741387602082327
000925.SZ,925,众合科技,48.27411232230506,52.33097469242043,40.16038758207431
000926.SZ,926,福星股份,73.02385096265917,72.55756708252669,73.95641872292413
000927.SZ,927,中国铁物,45.5249551545848,51.376716561901745,33.82143233995092
000928.SZ,928,中钢国际,54.49043815056881,56.233357540547054,51.0045993706123
000929.SZ,929,兰州黄河,59.398977678186846,57.97476098648045,62.24741106159965
000930.SZ,930,中粮科技,49.25232856822609,49.4851339762217,48.78671775223488
000931.SZ,931,中关村,70.08152174430595,69.2669899501019,71.71058533271403
000932.SZ,932,华菱钢铁,85.69880483922252,73.84887599033209,109.39866253700336
000933.SZ,933,神火股份,71.90368385111515,67.61133893750375,80.48837367833795
000935.SZ,935,四川双马,51.01825472195839,54.16846527957635,44.71783360672248
000936.SZ,936,华西股份,42.26370709865072,52.22076560643387,22.349590083084422
000937.SZ,937,冀中能源,73.22973665566263,70.84237778682225,78.0044543933434
000938.SZ,938,紫光股份,45.03801242772201,50.019424150673,35.075188981820034
000948.SZ,948,南天信息,34.87909189206676,46.64279905586179,11.351677564476702
000949.SZ,949,新乡化纤,85.22148871585247,78.04971732507951,99.5650314973984
000950.SZ,950,重药控股,41.342490950333996,47.897910359783936,28.231652131434117
000951.SZ,951,中国重汽,77.72173501327646,73.65271022767998,85.85978458446942
000952.SZ,952,广济药业,48.01489320007833,47.56809719772679,48.9084852047814
000953.SZ,953,河化股份,20.208614815502433,26.210588198892296,8.20466804872271
000955.SZ,955,欣龙控股,29.1356756968616,42.05012649648148,3.3067740976218403
000957.SZ,957,中通客车,72.41156955565802,72.7361073876121,71.76249389174987
000958.SZ,958,东方能源,45.118776038316284,49.05582931125714,37.244669492434554
000959.SZ,959,首钢股份,82.56036907185475,76.7553369166334,94.17043338229746
000960.SZ,960,锡业股份,62.48623282198146,62.607777441909775,62.243143582124844
000961.SZ,961,中南建设,59.049437074128456,61.54359890985407,54.06111340267722
000962.SZ,962,东方钽业,56.73165711171528,59.78970038139872,50.61557057234842
000963.SZ,963,华东医药,83.05182572762354,74.24552124447861,100.66443469391339
000965.SZ,965,天保基建,35.299767684943696,50.54859249528648,4.802118064258124
000966.SZ,966,长源电力,56.19189147995729,57.04605497129501,54.48356449728186
000967.SZ,967,盈峰环境,45.257404967549846,45.37549407114621,45.02122676035711
000968.SZ,968,蓝焰控股,57.55262286552192,51.168646877459096,70.32057484164756
000969.SZ,969,安泰科技,63.246003964575735,59.78977195669137,70.15846798034448
000970.SZ,970,中科三环,59.869452673447526,60.62896867811867,58.35042066410523
000973.SZ,973,佛塑科技,54.7512696771401,56.66687288098805,50.9200632694442
000975.SZ,975,银泰黄金,30.20446325856799,36.763158576961544,17.08707262178089
000976.SZ,976,华铁股份,22.384931079879365,28.499703607907243,10.15538602382361
000977.SZ,977,浪潮信息,53.30657182153607,52.30256764960279,55.31458016540262
000978.SZ,978,桂林旅游,60.01525512246768,60.680207814710776,58.68534973798147
000982.SZ,982,中银绒业,46.529492455418364,50.864197530864175,37.86008230452674
000983.SZ,983,山西焦煤,76.64594979536454,68.23366153811506,93.47052630986352
000985.SZ,985,大庆华科,56.957531983987074,58.53475546597244,53.80308502001634
000988.SZ,988,华工科技,53.4141568203741,58.8207489860787,42.60097248896491
000989.SZ,989,九芝堂,62.24642907770483,62.12603430710428,62.487218618905956
000990.SZ,990,诚志股份,58.99845890700942,59.45909329539873,58.077190130230804
000993.SZ,993,闽东电力,39.94782601165569,44.60765192837685,30.62817417821337
000995.SZ,995,皇台酒业,46.36171727680849,48.49568560230378,42.093780625817914
000997.SZ,997,新大陆,78.22808426331589,74.15296363341271,86.37832552312224
000998.SZ,998,隆平高科,21.492858244216244,28.823695453241466,6.831183826165791
000999.SZ,999,华润三九,41.540336899244124,38.10211522622656,48.416780245279256
001696.SZ,1696,宗申动力,74.01476726405842,71.01054369166206,80.02321440885112
001872.SZ,1872,招商港口,42.763333725559626,49.56669763229554,29.156605912087798
001896.SZ,1896,豫能控股,75.591277168338,74.12705308762649,78.519725329761
001914.SZ,1914,招商积余,41.56568242589747,51.87208030696678,20.952886663758846
001965.SZ,1965,招商公路,45.296685574463154,48.035226584609205,39.81960355417107
001979.SZ,1979,招商蛇口,79.86705072287279,70.99572691222353,97.6096983441713
002001.SZ,2001,新和成,72.11516186651767,66.77429054476922,82.79690451001457
002002.SZ,2002,鸿达兴业,73.09537030241341,70.92741974344887,77.43127142034251
002003.SZ,2003,伟星股份,36.49566302587741,41.45406137330389,26.57886633102447
002004.SZ,2004,华邦健康,64.47187928669419,64.70050297210794,64.01463191586669
002006.SZ,2006,精功科技,27.872279293442297,31.788575256521863,20.03968736728317
002007.SZ,2007,华兰生物,82.2670905811776,72.27195441807211,102.25736290738857
002008.SZ,2008,大族激光,76.59502026269797,65.94441006251293,97.89624066306806
002009.SZ,2009,天奇股份,53.212927129950174,56.772505966507914,46.09376945683469
002010.SZ,2010,传化智联,68.88810188543087,65.4801324965273,75.704040663238
002011.SZ,2011,盾安环境,49.11945439957909,55.60942121392257,36.13952077089212
002012.SZ,2012,凯恩股份,47.48834618329449,57.735625436421685,26.993787677040103
002013.SZ,2013,中航机电,51.20147693748257,56.30450442010155,40.9954219722446
002014.SZ,2014,永新股份,78.63346241513881,72.16878854305753,91.56281015930136
002015.SZ,2015,协鑫能科,49.747699354090216,54.79816947355083,39.646759115168976
002016.SZ,2016,世荣兆业,72.90009350069928,70.88843949477976,76.92340151253833
002017.SZ,2017,东信和平,23.900335117051764,36.543713127663196,-1.3864209041711035
002019.SZ,2019,亿帆医药,66.89946559979101,58.08112280181314,84.53615119574675
002020.SZ,2020,京新药业,77.45783901007778,72.46773053738224,87.43805595546885
002022.SZ,2022,科华生物,40.84305812343028,50.12726417271059,22.274646024869668
002023.SZ,2023,海特高新,21.43297660372652,27.165501670858184,9.967926469463194
002024.SZ,2024,苏宁易购,80.14936124251633,74.9308279809751,90.58642776559881
002025.SZ,2025,航天电器,78.78476897308931,73.97332806694712,88.4076507853737
002026.SZ,2026,山东威达,42.08727486505264,52.00220903924607,22.25740651666578
002027.SZ,2027,分众传媒,83.11081600394297,72.5233225782332,104.2858028553625
002028.SZ,2028,思源电气,36.78864084078516,49.23494435677672,11.896033808802045
002029.SZ,2029,七匹狼,45.399136757161386,51.46997492676501,33.257460417954135
002030.SZ,2030,达安基因,39.27115970277977,42.33800949994905,33.1374601084412
002031.SZ,2031,巨轮智能,51.34947357169574,58.23512906846234,37.578162578162534
002032.SZ,2032,苏泊尔,51.833604810415494,54.458452934071005,46.58390856310447
002033.SZ,2033,丽江股份,80.91911502428475,73.97969552447873,94.7979540238968
002034.SZ,2034,旺能环境,72.76994313081484,70.14190970449319,78.02600998345812
002035.SZ,2035,华帝股份,64.3355027009249,53.610267162555196,85.78597377766432
002036.SZ,2036,联创电子,39.38703923984617,47.65134727435142,22.858423170835664
002037.SZ,2037,保利联合,50.49271566984926,56.17141625595727,39.13531449763326
002038.SZ,2038,双鹭药业,70.40207801902898,61.2151968101588,88.77584043676933
002039.SZ,2039,黔源电力,65.70788231476168,60.36188782675303,76.39987129077898
002040.SZ,2040,南京港,24.155874280337308,34.12561268791244,4.216397465187043
002041.SZ,2041,登海种业,32.91396140602489,34.90892289172715,28.924038434620357
002042.SZ,2042,华孚时尚,68.44600513851152,63.721470095285724,77.89507522496314
002043.SZ,2043,兔宝宝,30.63452870860271,40.92651381540264,10.050558495002832
002044.SZ,2044,美年健康,78.2914314660601,66.39509210881737,102.0841101805456
002045.SZ,2045,国光电器,30.75650488819214,41.55329109238574,9.162932479804937
002046.SZ,2046,国机精工,32.60925963600073,42.61684693049174,12.594085047018709
002047.SZ,2047,宝鹰股份,55.16773263541429,59.06315643853215,47.37688502917857
002048.SZ,2048,宁波华翔,42.44298400017844,46.623629000722836,34.08169399908965
002049.SZ,2049,紫光国微,48.96988800811924,47.42593753037713,52.05778896360346
002050.SZ,2050,三花智控,48.77776276289456,60.33737164121884,25.658545006246015
002051.SZ,2051,中工国际,56.33435259756878,50.924759638832704,67.15353851504092
002053.SZ,2053,云南能投,49.60594364781156,51.58389353236371,45.65004387870725
002054.SZ,2054,德美化工,62.94025899266576,66.10532759417954,56.610121789638214
002055.SZ,2055,得润电子,44.15767590171447,54.11360380792143,24.24582008930055
002056.SZ,2056,横店东磁,42.33091755916908,48.582233474567666,29.82828572837191
002057.SZ,2057,中钢天源,65.99362108783822,64.5404091732877,68.90004491693927
002059.SZ,2059,云南旅游,52.38757001035577,54.831765047143435,47.49917993678045
002060.SZ,2060,粤水电,57.2825788751715,63.01966163694559,45.808413351623315
002061.SZ,2061,浙江交科,15.102717293593596,19.375390387344765,6.557371106091253
002062.SZ,2062,宏润建设,52.51860261606847,59.20784868153286,39.14011048513969
002063.SZ,2063,远光软件,82.16955840065657,79.08249253653108,88.34369012890755
002064.SZ,2064,华峰化学,69.69383764624156,64.96570214975002,79.15010863922467
002065.SZ,2065,东华软件,35.37737073862411,45.89873666122456,14.334638893423204
002066.SZ,2066,瑞泰科技,49.43569041974014,54.74992351175098,38.80722423571848
002067.SZ,2067,景兴纸业,34.61617508591313,41.97674251874793,19.895040220243516
002068.SZ,2068,黑猫股份,71.08563590045087,61.904761904762,89.4473838918286
002069.SZ,2069,獐子岛,69.10548558285181,65.81818181818178,75.68009311219186
002073.SZ,2073,软控股份,59.445513334402214,63.47130921204993,51.393921579106774
002074.SZ,2074,国轩高科,54.300377286154784,62.08479358425306,38.73154468995821
002075.SZ,2075,沙钢股份,76.51914092725092,68.93800925859541,91.6814042645619
002077.SZ,2077,大港股份,50.40727471153426,56.587333913035906,38.04715630853096
002078.SZ,2078,太阳纸业,76.523641794023,69.65969068826323,90.25154400554257
002079.SZ,2079,苏州固锝,36.33766448676798,46.86593408714303,15.281125286017868
002080.SZ,2080,中材科技,78.51337272817682,74.89422576315128,85.75166665822789
002081.SZ,2081,金螳螂,71.67356255181224,68.05721911814463,78.90624941914746
002082.SZ,2082,万邦德,70.68068275479467,67.89638076670613,76.24928673097176
002083.SZ,2083,孚日股份,69.26124674562357,71.65534473569676,64.47305076547718
002084.SZ,2084,海鸥住工,77.44628588167839,73.84822208778652,84.64241346946213
002085.SZ,2085,万丰奥威,12.539682539682538,21.73993511442071,-5.860822609793807
002087.SZ,2087,新野纺织,78.72833038902343,74.40301987494345,87.37895141718337
002088.SZ,2088,鲁阳节能,81.17514515164171,74.82983766262426,93.86576012967663
002090.SZ,2090,金智科技,34.52352278789805,36.272930927035624,31.024706509622902
002091.SZ,2091,江苏国泰,40.392661403342096,48.31860772559002,24.540768758846255
002092.SZ,2092,中泰化学,78.42226765347577,67.42015633281743,100.42649029479244
