ts_code,symbol,name,k,d,j
000090.SZ,90,天健集团,82.56873253037222,76.73915356801805,94.22789045508054
000096.SZ,96,广聚能源,62.61700359641882,60.999535091984626,65.85194060528721
000099.SZ,99,中信海直,41.64282801319821,46.49419790160523,31.94008823638417
000100.SZ,100,TCL科技,27.577099626482347,34.72913734642129,13.27302418660446
000150.SZ,150,宜华健康,22.613476623098876,23.956912880720456,19.926604107855717
000151.SZ,151,中成股份,29.539402064943904,40.18267838929434,8.252849416243038
000153.SZ,153,丰原药业,39.495768888064774,45.87486014351029,26.73758637717374
000155.SZ,155,川能动力,45.56281771968057,44.84951182118942,46.98942951666287
000156.SZ,156,华数传媒,52.974186307519574,56.343683751091106,46.23519142037651
000157.SZ,157,中联重科,78.65248963477624,74.81623285165954,86.32500320100965
000158.SZ,158,常山北明,49.27772347127189,57.88872395801906,32.055722497777566
000159.SZ,159,国际实业,53.29679585689968,59.016513532432874,41.857360505833284
000166.SZ,166,申万宏源,45.2079502670519,49.08229479808152,37.45926120499266
000301.SZ,301,东方盛虹,19.103440146526044,23.204010598961666,10.902299241654802
000333.SZ,333,美的集团,87.09900834394492,80.4713819736143,100.35426108460618
000338.SZ,338,潍柴动力,87.88612069109752,80.16639691741462,103.32556823846332
000400.SZ,400,许继电气,58.25573517051174,63.023621092777574,48.719963325980075
000401.SZ,401,冀东水泥,52.692075921255,59.10138981080527,39.873448142154444
000402.SZ,402,金融街,71.4458833325491,68.83000210091716,76.67764579581299
000403.SZ,403,派林生物,42.38936365119133,48.73752031328852,29.693050326996953
000404.SZ,404,长虹华意,52.06709485895095,56.32395504606893,43.55337448471499
000407.SZ,407,胜利股份,32.97688597135169,39.17744699524179,20.5757639235715
000408.SZ,408,藏格矿业,43.270566983822576,51.666283364132426,26.47913422320289
000411.SZ,411,英特集团,19.642283195550583,27.131373044884334,4.6641034968830795
000413.SZ,413,东旭光电,39.54395266186962,48.64675091363633,21.338356158336197
000415.SZ,415,渤海租赁,77.59979712049424,74.91379542214686,82.971800517189
000416.SZ,416,民生控股,32.43927276748221,43.36001356799383,10.597791166458961
000417.SZ,417,合肥百货,65.21685901997782,65.60308865442066,64.44439975109213
000419.SZ,419,通程控股,78.2530651194097,74.25262207226778,86.25395121369351
000420.SZ,420,吉林化纤,72.93510102152085,67.683790831939,83.43772140068455
000421.SZ,421,南京公用,40.35773554292075,50.33932688253679,20.394552863688673
000422.SZ,422,湖北宜化,66.6055158173438,64.65355201831053,70.50944341541032
000423.SZ,423,东阿阿胶,64.77623302885814,56.36695100736875,81.59479707183694
000425.SZ,425,徐工机械,51.915450804339756,54.76119216859958,46.223968075820125
000426.SZ,426,兴业矿业,43.08941375641147,53.23194830131648,22.80434466660145
000428.SZ,428,华天酒店,46.17265239727429,57.14407112321079,24.229814945401273
000429.SZ,429,粤高速A,30.506508935864318,43.35496465126098,4.809597505070997
000430.SZ,430,张家界,66.51605989949161,66.88771173294339,65.77275623258805
000488.SZ,488,晨鸣纸业,64.8717362503371,63.762735511706694,67.08973772759788
000498.SZ,498,山东路桥,44.54608745547882,43.89163510178528,45.8549921628659
000501.SZ,501,鄂武商A,81.69141089375958,76.87289759286145,91.32843749555585
000503.SZ,503,国新健康,39.79504918850057,42.76494251047438,33.85526254455296
000504.SZ,504,南华生物,21.75895098768876,30.908472856218367,3.4599072506295414
000505.SZ,505,京粮控股,51.35623207382466,52.01565552645797,50.03738516855803
000506.SZ,506,中润资源,74.63398821423513,65.53666677123468,92.82863110023604
000507.SZ,507,珠海港,37.03803744956002,45.124783807911314,20.86454473285744
000510.SZ,510,新金路,64.05950463921486,61.3787286251055,69.42105666743358
000513.SZ,513,丽珠集团,83.55677607840022,77.25234342325322,96.16564138869421
000514.SZ,514,渝开发,50.37640893882318,55.09845334262341,40.93232013122274
000517.SZ,517,荣安地产,60.3882250243906,56.04753416518125,69.0696067428093
000518.SZ,518,四环生物,30.622072085538452,30.818378063444108,30.229460129727144
000519.SZ,519,中兵红箭,27.492769833040157,36.58434117506882,9.309627148982827
000520.SZ,520,长航凤凰,61.59042946079979,59.63147620555025,65.50833597129888
000521.SZ,521,长虹美菱,36.711230140585435,44.9154092363969,20.30287194896252
000524.SZ,524,岭南控股,44.79282107007503,53.32696757861568,27.72452805299372
000526.SZ,526,学大教育,73.36556161478485,64.89429237820994,90.30810008793469
000528.SZ,528,柳工,66.10751447020641,61.347402054267434,75.62773930208436
000529.SZ,529,广弘控股,40.8041914569776,49.09830021153681,24.21597394785917
000530.SZ,530,冰山冷热,51.43184255054919,58.537947607629384,37.21963243638881
000531.SZ,531,穗恒运A,27.0979783669523,38.12948346038816,5.034968180080583
000532.SZ,532,华金资本,48.683990974053316,55.5781311445913,34.895710632977355
000533.SZ,533,顺钠股份,43.2214673992941,41.492698287170235,46.67900562354181
000534.SZ,534,万泽股份,28.65256698335011,28.223576193286743,29.51054856347684
000536.SZ,536,华映科技,68.7127749015443,66.47692375768837,73.18447718925614
000537.SZ,537,广宇发展,15.021218633847663,22.984461799141688,-0.9052676967403883
000538.SZ,538,云南白药,83.3315743226255,74.52317631205104,100.94837034377443
000539.SZ,539,粤电力A,23.512270520543325,25.99066306098117,18.555485439667635
000540.SZ,540,中天金融,28.64253320165019,26.5462404163961,32.83511877215836
000541.SZ,541,佛山照明,63.325006335759035,69.25004726677363,51.47492447372983
000543.SZ,543,皖能电力,30.5194933837189,43.850995595706806,3.856488959743089
000544.SZ,544,中原环保,46.31511592893704,49.190755796446844,40.563836193917425
000545.SZ,545,金浦钛业,52.062224066581365,58.61315719703518,38.96035780567374
000546.SZ,546,金圆股份,73.91233214278482,72.95125998829701,75.83447645176045
000547.SZ,547,航天发展,51.67276672411557,58.06348865619784,38.89132285995102
000548.SZ,548,湖南投资,39.305505949185175,48.18716255939819,21.542192728759147
000550.SZ,550,江铃汽车,42.1953738990776,51.51744429933729,23.551233098558228
000551.SZ,551,创元科技,31.312933104057922,44.288086244903056,5.362626822367659
000552.SZ,552,靖远煤电,66.69013776186655,67.85176382061198,64.36688564437571
000553.SZ,553,安道麦A,57.5087925575255,57.204121414647716,58.11813484328107
000554.SZ,554,泰山石油,57.522741864371035,57.20066157861784,58.16690243587743
000555.SZ,555,神州信息,58.427201017278364,60.9833457931301,53.31491146557488
000557.SZ,557,西部创业,32.78718716748678,37.43980097330661,23.481959555847112
000558.SZ,558,莱茵体育,26.969593049839922,36.16026520347506,8.588248742569647
000559.SZ,559,万向钱潮,75.73493687999718,73.22040146785824,80.76400770427506
000560.SZ,560,我爱我家,50.60574724772249,51.05544417478572,49.70635339359603
000561.SZ,561,烽火电子,19.13084027193955,28.677938986091917,0.03664284363482295
000563.SZ,563,陕国投A,43.532235939643314,48.51851851851849,33.55967078189295
000565.SZ,565,渝三峡A,82.93772415917257,74.94065591512546,98.9318606472668
000566.SZ,566,海南海药,76.39087401342304,70.7624330200583,87.64775600015253
000567.SZ,567,海德股份,60.10351339708337,58.08659833089273,64.13734352946466
